c Random k-CNF Generator. J. Giraldez-Cru
c   value n = 25000
c   value m = 105250
c   value k = 3
c   value seed = 1130
p cnf 25000 105250
-21873 23638 -22818 0
-10474 -7968 -21014 0
4251 -16904 -7518 0
359 24076 5921 0
-22740 194 17404 0
-3879 -10722 22802 0
13161 -2586 -4709 0
13173 -17865 -24315 0
-13060 24603 7165 0
585 10270 21024 0
16330 -7142 -19661 0
-14147 -8967 18980 0
-1513 -13217 2235 0
-382 -13576 -1311 0
-6302 -2667 17856 0
-23706 22897 -3577 0
12859 11057 22514 0
-17567 -24229 6730 0
-8233 3640 -6332 0
-15398 4224 -16601 0
2773 -20554 15095 0
-22434 -1052 -24061 0
7765 18916 -3630 0
10000 -19298 8557 0
2662 16951 -11223 0
20517 7008 -9119 0
-24093 19867 11527 0
12958 3785 2107 0
19687 -12018 5746 0
-1018 18767 -9969 0
8971 21539 21874 0
-24065 -18972 -22926 0
-14477 -1737 8193 0
9458 3088 -2490 0
-18014 5749 10793 0
-20588 1265 17800 0
-21058 16709 -12666 0
23936 4666 7803 0
1042 -24352 -19820 0
6787 16721 4938 0
8108 -691 -1476 0
4981 -16107 11800 0
19258 21936 4888 0
-2451 -6393 -7975 0
21292 -15759 5075 0
-7084 2698 6339 0
16236 -23756 -23047 0
-3901 -22691 -2712 0
3055 -23733 18415 0
-22874 21871 -10135 0
19163 4978 2178 0
-20639 -9959 -18284 0
-7438 20568 6571 0
3677 -23018 4316 0
3003 10662 -20074 0
8077 -17745 -22771 0
-14415 -8980 -12878 0
3813 -4233 1921 0
22876 -7287 17005 0
16290 21513 13875 0
-1424 -15675 -18853 0
19953 2665 20163 0
4589 -10102 15730 0
-11159 5130 5100 0
-15474 8132 15761 0
1899 -16208 -8505 0
16022 21974 8837 0
-3899 -786 -13069 0
22171 -23661 -11707 0
14175 -14950 24571 0
3050 -7726 -15246 0
-21902 19030 -17910 0
8416 -23618 -19364 0
-24145 1129 -24493 0
-4244 7954 23977 0
-20004 -9853 6536 0
19861 -874 3510 0
-3697 21124 -4295 0
-8117 18295 -19308 0
11175 -7469 -609 0
10746 1870 24686 0
17343 15123 -18716 0
-10252 23538 8685 0
20967 -22683 -9813 0
11812 18278 -17767 0
-10788 4634 18971 0
-17323 24494 -19844 0
12184 19542 7319 0
7831 -2658 -613 0
-2138 5184 24434 0
19098 -15929 -1303 0
-18784 -8271 -16426 0
-3851 9875 -14963 0
3887 -5841 -3997 0
-13700 -17652 13627 0
22818 -19791 18260 0
16788 3466 -17753 0
2983 -15649 -12294 0
-10301 -23479 -6303 0
-2266 -16968 2838 0
18051 2418 -18767 0
-19353 12553 -18389 0
2130 -16403 -3263 0
-17093 -20289 -456 0
-12441 -340 9459 0
-1067 -23157 20602 0
-19326 6296 -24067 0
-3430 -9278 6067 0
-7075 10931 20898 0
-4729 -13196 4217 0
-7567 22598 6634 0
-17685 -16950 -19186 0
2425 -19080 1940 0
22040 -2524 13581 0
-22495 6316 -13920 0
23305 -7383 -3429 0
18906 -18060 -9724 0
-17972 12842 -10354 0
-24039 11268 -21284 0
11288 -15997 -831 0
15504 14915 -23428 0
-22138 23951 6729 0
7675 1375 17160 0
-9615 23414 -19683 0
14547 -20908 -999 0
-3466 -19213 24733 0
-23246 -13118 -17792 0
-24322 -22442 21985 0
1027 12832 8253 0
13662 -24119 -24249 0
5844 -14622 5515 0
20623 -3111 4465 0
-2351 -10786 -5839 0
-19511 -11752 20605 0
5545 -1298 -16512 0
22895 -21115 -2076 0
22627 10713 -6546 0
6771 -10034 20339 0
-3755 2412 -8170 0
3359 -16073 23640 0
18959 -21916 4613 0
24473 -17538 -7724 0
-3937 11240 9861 0
-1128 -5750 -21612 0
-21732 2647 -14261 0
-4595 541 1727 0
23023 -23168 12439 0
20920 21290 13824 0
16258 16396 -16235 0
15779 19755 23659 0
14418 13713 -20574 0
-19030 -13186 -4463 0
18105 -8474 7055 0
-2965 953 -12804 0
